hash,text,entities,pred
9686ebefc952f7a0f4f952cf3ee42013465fe9de052f1bb44338b750a412a64e,"І тоді його близький приятель , Коля , порадив їм свого племінника , Маріо .","[{""label"": ""PERS"", ""text"": ""Коля""}, {""label"": ""PERS"", ""text"": ""Маріо""}]","[{""label"": ""PERS"", ""text"": ""Коля""}, {""label"": ""PERS"", ""text"": ""Маріо""}]"
27cd254e6c6ff5c239bac854c86f15ffab800786cd2e854bd6de3ac56809b782,"Сказав , що на роботу краще брати знайомих — вони , принаймні , не вступатимуть до профспілок . Шеф погодився , часто говорив потім , що зробив добре діло , але говорив так , ніби шкодував за вдіяним . « Марік , — звертався він до нового підмайстра , — потрібно завжди шанувати батьків .","[{""label"": ""JOB"", ""text"": ""Шеф""}, {""label"": ""PERS"", ""text"": ""Марік""}, {""label"": ""JOB"", ""text"": ""підмайстра""}]","[{""label"": ""PERS"", ""text"": ""Марік""}, {""label"": ""PERS"", ""text"": ""Шеф""}]"
677db5ffb742183e6b160e4c4971e1ac65e1cb279e7d37168137228399f14384,"Навіть якщо їх у тебе немає » . Маріо справді ріс без тата , котрий свого часу виїхав із заготівельною бригадою на Північ і не повернувся , тож виховувала його мама , як уміла і могла , себто ніяк .","[{""label"": ""PERS"", ""text"": ""Маріо""}, {""label"": ""LOC"", ""text"": ""Північ""}]","[{""label"": ""PERS"", ""text"": ""Маріо""}]"
32b260ec86577cf1e5226526035f4a905f8f15cbd141bbf517dd48e66676653a,"В найбільш відповідальні моменти допомагав дядя Коля — він відмазав племінника від війська , він допоміг йому влаштуватися на заочне відділення , він час від часу підкидав роботу .","[{""label"": ""PERS"", ""text"": ""Коля""}]","[{""label"": ""PERS"", ""text"": ""Коля""}]"
9bca9cbd8905b8c0319ac837efb10af8616b1db82bce1b842ac49b881d56c4fc,"Але ставився до малого з підозрою , тримаючи на відстані . Маріо це розумів , тож у свої тридцять довіряв лише провидінню .","[{""label"": ""PERS"", ""text"": ""Маріо""}]","[{""label"": ""PERS"", ""text"": ""Маріо""}]"
39c16995c07ef2eaa3c75ac0c970a05ee7187bbeb6b2c2838398d8b6436723f8,Хоча довіри воно відверто не заслуговувало .,[],[]
a8419e10b127b913d8135b3b31d56424107d0c3d10a9277c673c00459f5ec076,"Робота не була цікавою , проте й особливих зусиль від підмайстра не вимагала — Маріо тягав меблі , лакував деталі , зачищав дерево .","[{""label"": ""JOB"", ""text"": ""підмайстра""}, {""label"": ""PERS"", ""text"": ""Маріо""}]","[{""label"": ""PERS"", ""text"": ""Маріо""}, {""label"": ""JOB"", ""text"": ""підмайстра""}]"
275621547785e9d8a5001da5d8b4527becd2577c41abc74874eb3dc80b546fe8,"Коли шеф вибігав у справах , Яша йшов за вином , а Маріо валявся на канапі й гортав старі газети , дивуючись прочитаному .","[{""label"": ""JOB"", ""text"": ""шеф""}, {""label"": ""PERS"", ""text"": ""Яша""}, {""label"": ""PERS"", ""text"": ""Маріо""}]","[{""label"": ""PERS"", ""text"": ""Яша""}, {""label"": ""PERS"", ""text"": ""Маріо""}]"
35c1365ab63de6c014a22dd17eefb5be5d68a4d401e560f8e75b11f307ec2478,"Магазин із вином знаходився напроти майстерні , вмурований у заводську прохідну . Яшу там знали й не любили .","[{""label"": ""PERS"", ""text"": ""Яшу""}]","[{""label"": ""LOC"", ""text"": ""Магазин""}]"
a58758ca528bbaca6691214345ef5009bffa314561affe5cd66f0e4a5ba7df66,"До учня свого Яша ставився з педагогічною ніжністю , навіть за вином бігав сам .","[{""label"": ""PERS"", ""text"": ""Яша""}]","[{""label"": ""PERS"", ""text"": ""Яша""}]"
cb33b14468d540b82adbefe824ddb6a2e40aea659036fb361161d40f80fa4724,"Випивши , майстер багато розповідав про життя , Маріо слухав неуважно , а почутому не надто вірив , бо коли вірити Яші , виходило так , що в світі не лишилося жінок , з якими він не спав , і чоловіків , з якими він не пив .","[{""label"": ""JOB"", ""text"": ""майстер""}, {""label"": ""PERS"", ""text"": ""Маріо""}, {""label"": ""PERS"", ""text"": ""Яші""}]","[{""label"": ""PERS"", ""text"": ""Маріо""}]"
7ee3c6be45e2837a0a18a38a2677adb1e3d8bffb9212863fb641e6f997904498,"На роботу Маріо приходив у кедах , перемащених лаком , широких білих джинсах , так само залитих кольоровою хімією , й волонтерських швейцарських футболках , яких його мама тримала вдома цілий набір .","[{""label"": ""PERS"", ""text"": ""Маріо""}]","[{""label"": ""PERS"", ""text"": ""Маріо""}]"
33cf24c963af90940d4e50ba3fd24effeb4689b6150e1400bdbd2c3c7738774b,"Мав спокійний , дещо замкнутий характер і добру натуру , роботою не переймався , давно би звільнився , якби не Коля . Колю він боявся , Коля пригнічував його своєю нав’язливою байдужістю .","[{""label"": ""PERS"", ""text"": ""Коля""}, {""label"": ""PERS"", ""text"": ""Колю""}, {""label"": ""PERS"", ""text"": ""Коля""}]",[]
47799dbe6bd9699416c74a34e607cbbb0366220ec69ca698ab8bcc8f80e7aa18,"З усім іншим у Маріо проблем не було — друзів не мав , з мамою жив разом , але розмовляв рідко , оскільки нічого нового мама йому не розповідала , а зі старого й давно відомого йому мало що подобалось .","[{""label"": ""PERS"", ""text"": ""Маріо""}]","[{""label"": ""PERS"", ""text"": ""Маріо""}]"
deb18fcb24cf3efb50fb69afdd9decfb9f51da44260e033cc335170d13cb6abf,"Любив спати вдень , під час сієсти йому зазвичай снилось щось екзотичне та загрозливе — змії з головами жінок , лисиці , що співали оперними голосами , будинки у вогні , й ріки , над якими літали веселі дракони .",[],[]
2a608ecef0b42b59b9f414d1498ef469f391a9b8052aa01e68c8b8c50e6fcf2f,"Прокинувшись по обіді , вилізав через вікно на подвір’я й сидів на лаві .",[],[]
6ebd78cfa3ed3b726ca7414f377386b5ae61b47ad06ddecd4279ef9d9bfe1d22,"Його обступали пси , втім , без особливого завзяття — що можна взяти з такого дивного пасажира , який пахне лаком і деревом , що в нього може бути в кишенях , окрім цвяхів , мотузок , схожих на кулеметні набої металевих прямовисів і гострих циркулів ?",[],"[{""label"": ""JOB"", ""text"": ""цвяхів""}]"
a2b8e7e742cddbaaf2c74a747be90d102ea0e4357bb7e68fd22b341ea142ec80,Іноді Маріо лишався працювати вночі .,"[{""label"": ""PERS"", ""text"": ""Маріо""}]","[{""label"": ""PERS"", ""text"": ""Маріо""}]"
