hash,text,entities
d60d2fdad7e0cd9d36fb24e45f2a509c574c88962bad997de7e2e76260fb105b,"Звичайно , є різноманітні форми письменницьких блокувань , і можна знайти не одну статтю , та навіть книгу , де ці блокування і способи їхнього подолання детально розглядаються .",[]
03446ae7fa3837aa14167c01618cf4b1fee79eafd38826206132eabadc3e0e56,"Історія літератури постачає нас цілим рядом по-своєму печальних розповідей про Гамлетів письма , яких покидає дар слова .","[{""label"": ""PERS"", ""text"": ""Гамлетів""}]"
4fa86153849f40f1308578d8b9f40493a16560232be002e18b7a7cc95feb2026,"Як покинув він Колріджа і Вордсворта , Мелвіла і Фітцджеральда .","[{""label"": ""PERS"", ""text"": ""Колріджа""}, {""label"": ""PERS"", ""text"": ""Вордсворта""}, {""label"": ""PERS"", ""text"": ""Мелвіла""}, {""label"": ""PERS"", ""text"": ""Фітцджеральда""}]"
ee1a37a23f52d82178f1400faf2367cf72155625fa0b147a5cc8ec38b290a1aa,"Або ж вони самі його покинули — як Артюр Рембо , скажімо .","[{""label"": ""PERS"", ""text"": ""Артюр Рембо""}]"
75a7348917ade6d82e330a15c6fdc8fd645edf7cca8f12dffff6123d23fde869,Чи Селінджер .,"[{""label"": ""PERS"", ""text"": ""Селінджер""}]"
f70443c3d0304b7f8391a6aeb11dceb364c6e3bf63ec00af2ff8ab2c319fbfb4,"В одних були метафізичні проблеми , в інших — проблеми з алкоголем .",[]
236434fc0e13e7eed51b918cf84595a56ff4fcb96d5ad5f2545c1d35c287c086,Але йдеться не про покинутість — у цьому світі кожен по-своєму покинутий тими чи тими богами — а про повертання .,[]
64e642b6e90a47022b778be759ecc85f72c7b489170a616fc0e29ca98f3fe5a5,"Про нерухомість вечірнього світла , на початку якого проступає твоя постать .",[]
2aebe3aa491cc6805c0976a4bcae24acb5f4122bebc69e5ff5361872368f76f3,"Наче сосна , каліграфічний розчерк крислатого ієрогліфа , за вказівкою якого діється вистава хмар .",[]
2962c1780a31d1312784cc29ad2a4e653d66701d25f52c8fb0c8b4568f96b63a,"Не відкидаючи тіні , твоя постать точить мовчання , як сосни точать живицю .",[]
361219eaf5a822aec0038be37680ca9a0a804ba56a823833d83b421959dc7fed,Крізь неї просвічує багряно-золота заграва Заходу .,"[{""label"": ""LOC"", ""text"": ""Заходу""}]"
3ab2b46e9351e8f3a65bf7be2c567d44e686c9a3dc62136e06079ef05f005657,"Саме туди , до високого , як осінній грім , Окциденту відпливають душі померлих у своїх вутлих човнах .","[{""label"": ""LOC"", ""text"": ""Окциденту""}]"
9a072d205084266a6026eac7f38165fe9a2ae167a6da41ac890e3cc109d492fe,"Я знаю , що підбігти і обняти тебе неможливо .",[]
9cc370df857889cedc92ddb3d88c21f4f145b98de7d8b373fa3cbc9ef40b982b,"Так Еней тричі намагався обняти свого батька у царстві померлих — і руки його тричі промахувалися , бо як можна обняти голографічне зображення ?","[{""label"": ""PERS"", ""text"": ""Еней""}]"
060be887349f5e0c9b278a19defc18711f47bfda3f5581bc1c315e92e3be1289,"Тому я сиджу й не ворушуся , з тоскною любов’ю вдивляючись у такі ж знайомі , як власні , риси обличчя .",[]
f01bd8e6ddaa1fa0a518776b24dad7a67ca8433a5a235c5808407537425e60e8,"Крізь тебе видно широкі сеймові луги , летюче гроно птахів , закрут ріки ; ми не раз блукали з тобою цими місцями .",[]
